timestamp_ms	queue_length_bytes
1727848092602	0
1727848092654	0
1727848092706	0
1727848092758	0
1727848092810	0
1727848092861	0
1727848092914	0
1727848092965	0
1727848093017	1210
1727848093069	0
1727848093121	13702
1727848093173	7378
1727848093225	13702
1727848093277	13702
1727848093328	12648
1727848093380	10540
1727848093432	8432
1727848093484	12648
1727848093536	12648
1727848093587	12648
1727848093639	11594
1727848093691	12648
1727848093743	12648
1727848093795	12648
1727848093846	12648
1727848093898	12648
1727848093950	12648
1727848094002	10540
1727848094054	8432
1727848094106	7378
1727848094158	8432
1727848094211	7378
1727848094264	7378
1727848094316	7378
1727848094368	8432
1727848094420	9486
1727848094471	9486
1727848094523	9486
1727848094575	9486
1727848094627	10540
1727848094678	10540
1727848094730	10540
1727848094782	11594
1727848094834	10540
1727848094885	10540
1727848094937	11594
1727848094989	11594
1727848095041	11594
1727848095092	11594
1727848095144	12648
1727848095196	11594
1727848095248	11594
1727848095300	11594
1727848095352	11594
1727848095404	11594
1727848095455	11594
1727848095507	12648
1727848095559	11594
1727848095611	11594
1727848095663	11594
1727848095715	11594
1727848095767	12648
1727848095818	12648
1727848095870	13702
1727848095923	12648
1727848095974	12648
1727848096026	12648
1727848096078	12648
1727848096130	12648
1727848096182	13702
1727848096234	12648
1727848096286	12648
1727848096337	10540
1727848096389	8432
1727848096441	6324
1727848096493	6324
1727848096545	8432
1727848096597	7378
1727848096649	8432
1727848096701	8432
1727848096752	8432
1727848096804	9486
1727848096856	9486
1727848096908	8432
1727848096960	9486
1727848097012	9486
1727848097063	9486
1727848097115	9486
1727848097167	11594
1727848097219	11594
1727848097271	10540
1727848097323	10540
1727848097375	11594
1727848097427	11594
1727848097478	11594
1727848097530	12648
1727848097582	12648
1727848097634	11594
1727848097686	11594
1727848097737	12648
1727848097789	12648
1727848097841	12648
1727848097893	11594
1727848097945	11594
1727848097996	9486
1727848098049	6324
1727848098100	6324
1727848098152	6324
1727848098205	6366
1727848098256	8432
1727848098308	7378
1727848098360	7378
1727848098412	9486
1727848098464	9486
1727848098516	8432
1727848098568	10540
1727848098620	10540
1727848098671	10540
