timestamp_ms	queue_length_bytes
1727848336746	0
1727848336798	0
1727848336850	0
1727848336902	0
1727848336954	0
1727848337006	0
1727848337058	0
1727848337110	0
1727848337162	0
1727848337213	0
1727848337265	0
1727848337317	0
1727848337369	0
1727848337421	0
1727848337473	0
1727848337525	0
1727848337577	0
1727848337629	0
1727848337681	0
1727848337733	0
1727848337785	0
1727848337837	0
1727848337888	0
1727848337940	0
1727848337992	0
1727848338044	0
1727848338096	0
1727848338148	0
1727848338200	0
1727848338251	0
1727848338303	0
1727848338355	0
1727848338407	0
1727848338459	0
1727848338511	0
1727848338563	0
1727848338615	0
1727848338667	0
1727848338719	0
1727848338771	0
1727848338822	0
1727848338875	0
1727848338927	0
1727848338978	0
1727848339030	0
1727848339082	0
1727848339134	0
1727848339186	0
1727848339238	0
1727848339289	0
1727848339341	0
1727848339393	0
1727848339445	0
1727848339497	0
1727848339549	3474
1727848339600	0
1727848339652	11594
1727848339704	10540
1727848339756	6324
1727848339808	0
1727848339860	5270
1727848339912	4216
1727848339964	3162
1727848340015	4216
1727848340067	10540
1727848340119	8432
1727848340171	2108
1727848340222	0
1727848340274	2108
1727848340326	0
1727848340377	1054
1727848340429	0
1727848340481	2108
1727848340533	0
1727848340585	5270
1727848340637	0
1727848340689	5270
1727848340741	0
1727848340793	3162
1727848340844	0
1727848340896	3162
1727848340948	0
1727848341000	4216
1727848341052	4216
1727848341103	5270
1727848341156	2108
1727848341208	2108
1727848341259	4216
1727848341311	4216
1727848341363	4216
1727848341415	4216
1727848341467	5270
1727848341519	4216
1727848341570	2108
1727848341622	1054
1727848341673	3162
1727848341725	1054
1727848341777	3162
1727848341829	2108
1727848341881	4216
1727848341933	2108
1727848341985	6324
1727848342037	3162
1727848342088	4216
1727848342140	2108
1727848342192	4216
1727848342244	4216
1727848342295	2108
1727848342347	2108
1727848342399	4216
1727848342451	6324
1727848342503	5270
1727848342554	5270
1727848342606	5270
1727848342658	5270
1727848342710	6324
1727848342762	0
1727848342813	2108
1727848342865	0
1727848342917	2108
1727848342969	0
1727848343021	2108
1727848343073	1054
1727848343125	4216
1727848343177	4216
1727848343229	4216
1727848343280	6324
1727848343333	3162
1727848343385	4216
1727848343437	2108
1727848343489	2108
1727848343540	4216
1727848343592	4216
1727848343644	4216
1727848343696	4216
1727848343748	5270
1727848343800	5270
1727848343852	5270
1727848343904	5270
1727848343956	4216
1727848344008	3162
1727848344060	2108
1727848344112	2108
1727848344164	3162
1727848344216	2108
1727848344267	4216
1727848344319	2108
1727848344371	3162
1727848344423	2108
1727848344475	2108
1727848344527	0
1727848344579	2108
1727848344631	0
1727848344682	2108
1727848344734	0
1727848344786	4216
1727848344838	1054
1727848344889	4216
1727848344941	4216
1727848344993	6324
1727848345045	5270
1727848345097	5270
1727848345149	4216
1727848345200	3162
1727848345253	5270
1727848345305	4216
1727848345357	1054
1727848345409	1054
1727848345461	4216
1727848345513	2108
1727848345564	2108
1727848345616	0
1727848345668	5270
1727848345720	0
1727848345772	2108
1727848345824	2108
1727848345876	2108
1727848345928	2108
1727848345979	2108
1727848346031	2108
1727848346083	2108
1727848346135	0
1727848346187	2108
1727848346239	0
1727848346290	4216
1727848346342	0
1727848346394	4216
1727848346446	2108
1727848346498	4216
1727848346550	2108
1727848346602	4216
1727848346653	2108
1727848346705	2108
1727848346757	4216
1727848346809	4216
1727848346861	5270
1727848346912	4216
1727848346964	6324
1727848347016	5270
1727848347068	1054
1727848347120	2108
1727848347172	4216
1727848347223	1054
1727848347275	3162
1727848347327	2108
1727848347379	4216
1727848347431	3162
1727848347483	4216
1727848347535	2108
1727848347587	4216
1727848347638	2108
1727848347690	4216
1727848347742	4216
1727848347794	4216
1727848347845	6324
1727848347897	4216
1727848347949	3162
1727848348001	3162
1727848348053	5270
1727848348105	4216
1727848348157	4216
1727848348209	6324
1727848348260	3162
1727848348312	2108
1727848348364	2108
1727848348416	3162
1727848348468	2108
1727848348520	3162
1727848348572	2108
1727848348624	0
1727848348676	2108
1727848348727	0
1727848348779	4216
1727848348831	0
1727848348884	4216
1727848348936	2108
1727848348989	2108
1727848349041	2108
1727848349093	2108
1727848349145	3162
1727848349197	3162
1727848349249	4216
1727848349300	3162
1727848349353	5270
1727848349404	5270
1727848349456	5270
1727848349508	1054
1727848349560	2108
1727848349612	0
1727848349664	2108
1727848349716	0
1727848349768	2108
1727848349819	0
1727848349871	2108
1727848349923	2108
1727848349975	2108
1727848350027	0
1727848350079	2108
1727848350131	0
1727848350183	2108
1727848350235	0
1727848350286	3162
1727848350339	3162
1727848350390	4216
1727848350443	3162
1727848350495	3162
1727848350546	5270
1727848350598	5270
1727848350650	5270
1727848350702	7378
1727848350754	2108
1727848350807	2108
1727848350859	0
1727848350910	2108
1727848350962	0
1727848351014	2108
1727848351066	0
1727848351118	2108
1727848351171	0
1727848351222	2108
1727848351274	4216
1727848351326	3162
1727848351378	2108
1727848351430	2108
1727848351482	2108
1727848351534	4216
1727848351586	4216
1727848351638	4216
1727848351689	4216
1727848351741	6324
1727848351793	5270
1727848351845	5270
1727848351898	3162
1727848351950	3162
1727848352002	6324
1727848352054	3162
1727848352106	1054
1727848352157	3162
1727848352209	0
1727848352261	2108
1727848352313	0
1727848352365	3162
1727848352417	0
1727848352468	6324
1727848352520	2108
1727848352572	2108
1727848352625	2108
1727848352677	5270
1727848352730	3162
1727848352782	4216
1727848352834	5270
1727848352886	5270
1727848352938	4216
1727848352990	5270
1727848353041	5270
1727848353093	1054
1727848353145	4216
1727848353197	3162
1727848353249	2108
1727848353301	1054
1727848353353	2108
1727848353405	0
1727848353457	4216
1727848353508	2108
1727848353560	6324
1727848353612	2108
1727848353664	4216
1727848353716	2108
1727848353768	2108
1727848353819	4216
1727848353871	4216
1727848353923	4216
1727848353975	4216
1727848354027	6324
1727848354079	5270
1727848354130	5270
1727848354182	5270
1727848354234	3162
1727848354286	5270
1727848354338	1054
1727848354390	1054
1727848354442	0
1727848354494	1054
1727848354546	3162
1727848354598	2108
1727848354650	2108
1727848354702	0
1727848354754	2108
1727848354806	1054
1727848354858	4216
1727848354909	2108
1727848354961	4216
1727848355013	6324
1727848355065	4216
1727848355117	2108
1727848355170	2108
1727848355221	4216
1727848355273	4216
1727848355325	6324
1727848355377	5270
1727848355429	5270
1727848355480	6324
1727848355532	0
1727848355584	4216
1727848355636	0
1727848355688	2108
1727848355739	0
1727848355791	2108
1727848355843	0
1727848355895	2108
1727848355947	2108
1727848355999	4216
1727848356051	6324
1727848356103	4216
1727848356155	4216
1727848356207	3162
1727848356260	4216
1727848356312	4216
1727848356363	2108
1727848356415	2108
1727848356467	4216
1727848356519	5270
1727848356571	5270
1727848356623	5270
1727848356675	5270
1727848356726	5270
1727848356778	4216
1727848356830	2108
1727848356882	2108
1727848356934	3162
1727848356986	2108
1727848357038	3162
1727848357090	2108
1727848357142	3162
1727848357194	2108
1727848357246	2108
1727848357297	2108
1727848357349	3162
1727848357401	0
1727848357453	2108
1727848357505	0
1727848357557	4216
1727848357609	2108
1727848357660	4216
1727848357712	2108
1727848357764	6324
1727848357816	5270
1727848357868	5270
1727848357919	4216
1727848357971	4216
1727848358023	5270
1727848358075	2108
1727848358127	1054
1727848358179	2108
1727848358231	2108
1727848358283	0
1727848358335	1054
1727848358386	0
1727848358438	0
1727848358490	2108
1727848358543	0
1727848358595	2108
1727848358647	0
1727848358699	2108
1727848358751	0
1727848358803	0
1727848358855	0
1727848358907	0
1727848358959	0
1727848359010	2108
1727848359063	0
1727848359114	2108
1727848359166	0
1727848359218	3162
1727848359270	0
1727848359321	4216
1727848359373	4216
1727848359425	4216
1727848359477	2108
1727848359529	2108
1727848359581	2108
1727848359632	4216
1727848359685	4216
1727848359737	6324
1727848359789	5270
1727848359841	7378
1727848359893	3162
1727848359945	3162
1727848359997	4216
1727848360049	1054
1727848360100	2108
1727848360153	1054
1727848360206	1054
1727848360257	2108
1727848360309	2108
1727848360361	2108
1727848360413	4216
1727848360465	2108
1727848360517	2108
1727848360569	2108
1727848360621	2108
1727848360673	2108
1727848360725	4216
1727848360776	4216
1727848360828	4216
1727848360880	5270
1727848360932	4216
1727848360984	4216
1727848361036	4216
1727848361088	4216
1727848361140	3162
1727848361192	2108
1727848361244	2108
1727848361295	4216
1727848361347	2108
1727848361399	4216
1727848361451	2108
1727848361502	2108
1727848361555	0
1727848361609	0
1727848361660	0
1727848361712	4216
1727848361764	0
1727848361816	4216
1727848361867	0
1727848361919	6324
1727848361971	3162
1727848362023	3162
1727848362075	2108
1727848362127	4216
1727848362179	4216
1727848362230	4216
1727848362282	4216
1727848362334	4216
1727848362386	6324
1727848362438	0
1727848362490	4216
1727848362542	0
1727848362593	2108
1727848362645	0
1727848362697	2108
1727848362749	0
1727848362801	0
1727848362853	2108
1727848362905	3162
1727848362957	2108
1727848363008	3162
1727848363060	4216
1727848363112	4216
1727848363164	6324
1727848363216	4216
1727848363268	4216
1727848363320	2108
1727848363372	2108
1727848363424	3162
1727848363476	3162
1727848363528	5270
1727848363580	4216
1727848363632	4216
1727848363684	4216
1727848363736	1054
1727848363788	2108
1727848363840	2108
1727848363891	4216
1727848363943	2108
1727848363995	3162
1727848364047	0
1727848364099	2108
1727848364151	0
1727848364202	4216
1727848364255	0
1727848364307	4216
1727848364359	2108
1727848364411	4216
1727848364462	2108
1727848364514	4216
1727848364566	2108
1727848364618	2108
1727848364670	4216
1727848364722	4216
1727848364773	5270
1727848364826	5270
1727848364877	5270
1727848364929	4216
1727848364981	2108
1727848365033	4216
1727848365085	3162
1727848365137	2108
1727848365188	3162
1727848365240	2108
1727848365292	3162
1727848365344	2108
1727848365396	2108
1727848365448	2108
1727848365500	3162
1727848365552	1054
1727848365604	4216
1727848365656	0
1727848365708	4216
1727848365760	2108
1727848365812	2108
1727848365864	2108
1727848365916	4216
1727848365968	3162
1727848366019	5270
1727848366072	5270
1727848366124	5270
1727848366177	7378
1727848366229	0
1727848366281	2108
1727848366333	0
1727848366384	2108
1727848366436	1054
1727848366488	3162
1727848366541	0
1727848366592	2108
1727848366644	1054
1727848366696	0
1727848366748	0
1727848366800	1054
1727848366852	0
1727848366904	2108
1727848366956	4216
1727848367008	5270
1727848367060	2108
1727848367112	2108
1727848367164	2108
1727848367216	4216
1727848367267	4216
1727848367320	4216
1727848367371	5270
1727848367423	7378
1727848367475	2108
1727848367527	3162
1727848367579	2108
1727848367631	3162
1727848367682	0
1727848367734	3162
1727848367786	0
1727848367838	2108
1727848367890	0
1727848367942	6324
1727848367994	0
1727848368046	2108
1727848368098	0
1727848368149	6324
1727848368201	2108
1727848368253	2108
1727848368305	2108
1727848368357	6324
1727848368409	3162
1727848368461	4216
1727848368513	4216
1727848368564	4216
1727848368616	4216
1727848368668	4216
1727848368720	5270
1727848368772	3162
1727848368824	2108
1727848368876	2108
1727848368928	0
1727848368980	2108
1727848369032	0
1727848369084	2108
1727848369135	4216
1727848369187	2108
1727848369239	2108
1727848369291	2108
1727848369343	2108
1727848369395	2108
1727848369447	4216
1727848369499	6324
1727848369551	4216
1727848369602	4216
1727848369654	4216
1727848369706	6324
1727848369758	4216
1727848369809	4216
1727848369861	4216
1727848369913	4216
1727848369965	6324
1727848370017	1054
1727848370069	4216
1727848370121	0
1727848370173	3162
1727848370225	0
1727848370277	3162
1727848370329	0
1727848370381	2108
1727848370433	2108
1727848370485	2108
1727848370537	4216
1727848370589	4216
1727848370641	4216
1727848370693	4216
1727848370745	4216
1727848370797	5270
1727848370849	4216
1727848370901	2108
1727848370953	2108
1727848371005	4216
1727848371057	4216
1727848371109	4216
1727848371161	6324
1727848371213	5270
1727848371265	4216
1727848371317	3162
1727848371369	4216
1727848371421	2108
1727848371472	2108
1727848371525	2108
1727848371577	2108
1727848371629	2108
1727848371680	4216
1727848371732	4216
1727848371784	4216
1727848371836	4216
1727848371888	4216
1727848371940	2108
1727848371992	6324
1727848372044	3162
1727848372095	2108
1727848372147	2108
1727848372199	2108
1727848372251	4216
1727848372303	4216
1727848372354	4216
1727848372406	6324
1727848372458	7378
1727848372510	1054
1727848372562	4216
1727848372614	2150
1727848372666	3162
1727848372717	2108
1727848372769	2108
1727848372822	0
1727848372873	2108
1727848372925	2108
1727848372977	4216
1727848373029	3162
1727848373081	4216
1727848373132	2108
1727848373185	2108
1727848373236	4216
1727848373288	2108
1727848373340	4216
1727848373391	2108
1727848373443	6324
1727848373495	5270
1727848373548	5270
1727848373600	5270
1727848373652	4216
1727848373704	5270
1727848373756	4216
1727848373808	2108
1727848373860	1054
1727848373914	3162
1727848373966	1054
1727848374018	1054
1727848374070	0
1727848374122	3162
1727848374174	0
1727848374225	2108
1727848374277	2108
1727848374329	2108
1727848374381	0
1727848374434	2108
1727848374486	0
1727848374538	1054
1727848374590	2108
1727848374642	2108
1727848374694	2108
1727848374746	2108
1727848374798	2108
1727848374850	2108
1727848374902	4216
1727848374954	3162
1727848375006	4216
1727848375058	4216
1727848375109	4216
1727848375161	3162
1727848375213	4216
1727848375265	4216
1727848375317	4216
1727848375369	4216
1727848375421	5270
1727848375473	2108
1727848375525	4216
1727848375576	1054
1727848375628	4216
1727848375680	1054
1727848375732	3162
1727848375784	0
1727848375835	0
1727848375887	0
1727848375939	0
1727848375991	0
1727848376043	3162
1727848376095	2108
1727848376146	2108
1727848376198	4216
1727848376250	4216
1727848376302	2108
1727848376354	2108
1727848376406	4216
1727848376458	5270
1727848376510	5270
1727848376562	5270
1727848376614	5270
1727848376665	7378
1727848376718	1054
1727848376770	2108
1727848376821	0
1727848376873	2108
1727848376925	0
1727848376977	2108
1727848377028	0
1727848377081	2108
1727848377132	1054
1727848377184	2108
1727848377236	0
1727848377288	2108
1727848377339	0
1727848377391	2108
1727848377443	0
1727848377495	5270
1727848377547	3162
1727848377599	3162
1727848377651	2108
1727848377702	4216
1727848377754	4216
1727848377806	4216
1727848377858	4216
1727848377910	4216
1727848377962	4216
1727848378014	4216
1727848378066	1054
1727848378117	4216
1727848378169	1054
1727848378221	2108
1727848378273	0
1727848378325	3162
1727848378377	0
1727848378429	4216
1727848378480	0
1727848378533	4216
1727848378584	1054
1727848378637	2108
1727848378688	0
1727848378740	5270
1727848378792	3162
1727848378844	4216
1727848378896	4216
1727848378947	5270
1727848378999	4216
1727848379051	4216
1727848379103	4216
1727848379155	6324
1727848379206	1054
1727848379258	2108
1727848379310	2108
1727848379362	3162
1727848379414	2108
1727848379466	3162
1727848379519	2108
1727848379570	2108
1727848379623	5270
1727848379674	2108
1727848379726	4216
1727848379778	3162
1727848379830	4216
1727848379882	2108
1727848379933	4216
1727848379986	4216
1727848380037	2108
1727848380090	2108
1727848380141	4216
1727848380193	5270
1727848380245	5270
1727848380297	5270
1727848380349	5270
1727848380401	5270
1727848380453	4216
1727848380505	2108
1727848380556	2108
1727848380608	3162
1727848380659	2108
1727848380711	3162
1727848380763	2108
1727848380816	3162
1727848380867	2108
1727848380919	2108
1727848380971	2108
1727848381023	3162
1727848381075	0
1727848381126	2108
1727848381178	0
1727848381230	4216
1727848381282	2108
1727848381334	4216
1727848381386	2108
1727848381438	6324
1727848381489	5270
1727848381541	5270
1727848381594	5270
1727848381645	5270
1727848381697	5270
1727848381750	0
1727848381805	2178
1727848381857	2108
1727848381909	4216
1727848381961	2108
1727848382013	3162
1727848382065	2108
1727848382116	0
1727848382169	2108
1727848382220	0
1727848382272	3162
1727848382324	2108
1727848382376	6324
1727848382428	2108
1727848382480	2108
1727848382532	4216
1727848382584	4216
1727848382636	2108
1727848382687	4216
1727848382740	5270
1727848382791	5270
1727848382843	5270
1727848382895	5270
1727848382947	5270
1727848382999	3162
1727848383051	1054
1727848383103	1054
1727848383154	1054
1727848383206	1054
1727848383258	2108
1727848383310	2108
1727848383362	2108
1727848383414	2108
1727848383466	2108
1727848383517	2108
1727848383569	2108
1727848383621	3162
1727848383673	2108
1727848383725	4216
1727848383777	3162
1727848383829	4216
1727848383881	3162
1727848383933	4216
1727848383985	4216
1727848384036	4216
1727848384089	4216
1727848384140	6324
1727848384192	2108
1727848384244	4216
1727848384296	2108
1727848384347	3162
1727848384399	2108
1727848384451	3162
1727848384503	1054
1727848384555	2108
1727848384607	0
1727848384659	2108
1727848384711	3162
1727848384763	4216
1727848384814	4216
1727848384866	4216
1727848384918	4216
1727848384970	2108
1727848385022	2108
1727848385074	2108
1727848385126	2108
1727848385177	3162
1727848385229	5270
1727848385281	5270
1727848385333	5270
1727848385385	7378
1727848385437	2108
1727848385488	2108
1727848385540	0
1727848385592	1054
1727848385644	0
1727848385696	1054
1727848385748	0
1727848385800	2108
1727848385851	0
1727848385903	2108
1727848385955	0
1727848386008	3162
1727848386059	2108
1727848386111	2108
1727848386163	2108
1727848386215	4216
1727848386267	2108
1727848386318	2108
1727848386370	4216
1727848386422	6324
1727848386474	5270
1727848386526	5270
1727848386577	5270
1727848386629	5270
1727848386681	6324
1727848386733	0
1727848386785	3162
1727848386837	0
1727848386888	3162
1727848386940	0
1727848386994	2108
1727848387045	2108
1727848387097	3162
1727848387149	2108
1727848387201	2108
1727848387253	4216
1727848387305	4216
1727848387356	4216
1727848387408	4216
1727848387460	6324
1727848387512	4216
1727848387564	3162
1727848387616	3162
1727848387668	5270
1727848387720	5270
1727848387771	4216
1727848387823	4216
1727848387875	4216
1727848387927	2108
1727848387979	2108
1727848388031	2108
1727848388082	3162
1727848388134	2108
1727848388186	3162
1727848388238	1054
1727848388290	2108
1727848388342	0
1727848388394	2108
1727848388445	1054
1727848388497	2108
1727848388549	4216
1727848388601	4216
1727848388653	4216
1727848388705	4216
1727848388757	2108
1727848388808	2108
1727848388860	2108
1727848388913	4216
1727848388964	6324
1727848389016	5270
1727848389068	5270
