timestamp_ms	queue_length_bytes
1729036536944	0
1729036536995	0
1729036537047	0
1729036537098	0
1729036537150	0
1729036537202	0
1729036537253	0
1729036537305	0
1729036537356	0
1729036537408	0
1729036537460	0
1729036537511	0
1729036537563	0
1729036537614	0
1729036537666	0
1729036537718	0
1729036537770	0
1729036537821	0
1729036537873	0
1729036537924	0
1729036537976	0
1729036538027	0
1729036538079	0
1729036538130	0
1729036538182	0
1729036538234	0
1729036538285	0
1729036538337	0
1729036538388	0
1729036538440	0
1729036538491	0
1729036538543	0
1729036538595	0
1729036538646	0
1729036538698	0
1729036538749	0
1729036538801	0
1729036538852	0
1729036538904	0
1729036538955	0
1729036539007	0
1729036539059	0
1729036539111	0
1729036539162	0
1729036539214	0
1729036539265	0
1729036539317	0
1729036539368	0
1729036539420	0
1729036539471	0
1729036539523	0
1729036539575	0
1729036539626	0
1729036539678	0
1729036539730	0
1729036539782	0
1729036539834	0
1729036539885	0
1729036539937	0
1729036539988	0
1729036540040	0
1729036540092	0
1729036540144	0
1729036540195	0
1729036540247	0
1729036540299	0
1729036540350	0
1729036540402	0
1729036540454	0
1729036540505	0
1729036540557	0
1729036540609	0
1729036540660	0
1729036540712	0
1729036540764	0
1729036540816	0
1729036540868	0
1729036540919	0
1729036540971	0
1729036541023	0
1729036541074	0
1729036541126	0
1729036541178	0
1729036541230	0
1729036541282	0
1729036541333	0
1729036541385	0
1729036541437	74
1729036541488	0
1729036541540	5726
1729036541592	0
1729036541644	8432
1729036541695	13702
1729036541747	14756
1729036541798	21080
1729036541850	28458
1729036541902	33728
1729036541954	40052
1729036542005	36890
1729036542057	30566
1729036542109	31620
1729036542160	36890
1729036542212	30566
1729036542264	25296
1729036542315	21080
1729036542367	17918
1729036542419	14756
1729036542471	11594
1729036542522	8432
1729036542574	5270
1729036542626	0
1729036542678	0
1729036542729	3162
1729036542781	16864
1729036542833	22134
1729036542884	28458
1729036542936	28458
1729036542988	27404
1729036543040	38998
1729036543092	40052
1729036543143	32674
1729036543195	26350
1729036543246	20026
1729036543298	15810
1729036543350	15810
1729036543401	15810
1729036543453	15810
1729036543505	16864
1729036543557	15810
1729036543608	15810
1729036543661	15810
1729036543713	15810
1729036543764	15810
1729036543816	9486
1729036543868	3162
1729036543920	0
1729036543971	6324
1729036544023	11594
1729036544075	9486
1729036544127	10540
1729036544178	13702
1729036544230	26350
1729036544282	20026
1729036544334	13702
1729036544386	13702
1729036544437	13702
1729036544489	14756
1729036544541	14756
1729036544592	14756
1729036544644	15810
1729036544696	15810
1729036544748	16864
1729036544800	14756
1729036544851	14756
1729036544903	14756
